V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Actual,Predicted
-0.090982569618989,-0.1865167998567238,0.8197768258777519,-0.6546123322367743,0.0405898741580759,0.0522663059992463,0.6243554130427141,-0.1168700787377865,0.3336189203303946,0.1563825051305483,0.1078058969264815,0.2330542557629306,-1.535734947232541,0.1465167661921069,0.2596373169934696,1.2858990405977924,0.3987657280632586,1.2644677791283794,-0.9168905576849202,-0.336949028193644,-0.0277496874156499,0.2292528088680447,-0.1050156154728946,0.8525648456845496,-0.4764302412455624,0.6898548039123235,-0.2640721514381879,-0.0218724391178705,4002.32,1,0
0.1384274998994454,-0.4439779093850398,0.0465854772016058,-0.6473748756068151,0.9201946339256176,-0.1034684968442118,0.4965814881663317,-0.2555812130684259,0.676987175834827,0.6113977042849228,-0.2265486076734034,0.6834002769265761,-1.390130223493891,0.8221527466846765,-0.535801191951385,0.2343037560299235,0.5136625062535818,0.7311604059401029,0.403934604334302,-0.6727581291356803,0.112475725227939,0.6639216235907444,0.1404934292551573,1.4846285308796463,-1.2380295828845294,0.0819296867529607,0.0355440668040669,-0.0480354648129567,21017.57,1,0
-0.3632267197705214,-0.3924304821975802,1.2410941383956562,-0.8069321429196278,0.2876321191269159,-0.2453927767483501,0.5453370447934353,-0.1821853930879212,1.0738598443821754,0.5640483870975768,-0.7382410788929973,0.9347211698353864,0.7237637472919877,0.3731361817361949,1.2444883146762584,0.4811989191463677,0.3846786589909548,0.3208112456199563,0.0324931436484158,-0.6130425358429311,-0.2649289593216227,0.0622476506024746,0.6192755671726075,0.8421105259328304,0.4694691716352045,-0.2777418826841517,0.7183232645417366,-0.0770608825321391,5997.27,1,0
0.9882901261627064,-0.6480323916988344,0.3560036995413191,-0.7725647885273595,0.077467490776623,0.3163706380801175,0.3004372458649254,-0.1498691892179778,0.1645713826166935,0.6485319173020849,-0.2762825214648714,0.4140830926288392,-0.314587815793013,0.2313500085036167,-0.4743808238313662,1.6230128156534456,0.7796368288169794,0.0818477877879274,0.5835266129818608,0.077146804919848,-0.1312576434322456,-0.3978053882851033,-0.1970243479270957,-0.8619469741221683,0.731967683541112,-0.7321210045908781,-0.2313991425634062,-0.0052004087590137,5356.58,1,0
0.9613832318279052,-0.6094389464348643,0.3516155171443653,-0.6227327619216697,0.1160533795528704,0.362746600497073,0.3215060553378521,-0.1446687692941276,0.2683646664089681,0.5821328050349384,-0.4113312238742367,0.3966523706209673,-0.4400661101591999,0.2187949368518196,-0.3333403646186722,1.4321500416595392,0.7989537569766132,0.1275304094603456,0.4137321367792663,0.0396530942936981,-0.1494011082686084,-0.4882027511895455,-0.1895479524905777,-0.9831548309170246,0.7224125208623733,-0.7951799415980203,-0.2234622489692258,0.0051867213816178,16476.4,1,0
0.156703929382697,-0.1774304359405661,0.7282597838776614,-0.2712745903234977,0.5593302787243113,0.0640661101440623,0.7460022203243272,-0.1589608802867778,0.3442526302645708,0.3240779998825145,-0.7458142956248449,0.1868589943126732,-0.619501894647542,0.5295865886079774,-0.1844281555622378,0.7591585212076147,0.5652135999832918,0.4433813998593559,-1.3227922665365617,-0.3221969431560634,-0.108086416950005,-0.1261038729596594,-0.1489927471980379,0.1531747322893552,0.5327104455114843,-0.9696061942006556,-0.2742858964295764,-0.1388170780234639,19131.73,1,0
0.1644725055649307,-2.0943007748338824,-0.2656421667285831,-0.5513713915094388,-0.1931784243325339,-0.0103074648074312,1.077609158750759,-0.2561291648313866,1.6079524063171462,0.1994743366406962,-0.231068037190417,1.4690865905051278,-1.300635191226212,1.3892222535941436,-0.4493695745216674,0.0172037264098426,0.4236010426724536,0.6963338103886128,0.3886830131794637,1.6375538372687757,0.1693176018118476,-0.2083574423525776,-0.9100453876829068,0.2537160456884448,-0.1996593814519799,-3.0592708111503546,-0.4263347645313776,0.2047563503167796,9743.63,1,0
0.0456549100683639,-0.1132341631047051,1.1196249770779965,-0.0188860455285469,0.3999665520402099,0.698912244274204,0.3811680582192063,-0.272391607840616,0.0134071167892827,0.4765053130039328,0.0685368483553947,0.7575149747584642,-0.5426776015026964,0.5020924978161252,0.8606696599467686,0.5671059799397025,0.706682087760072,0.8917195275607069,0.0038500571545224,0.0292847448615442,-0.2089340461326425,0.4259960478598903,-0.1802321544556248,-0.3876542884287212,0.5399202762746801,-0.0040518131263538,-0.2516244686075876,0.0796157881815541,2788.75,1,0
0.1837490665946994,-0.3437447668801685,0.1303470997672904,-0.6171825269889774,0.807672214294376,0.0154454311817038,0.5348450464285252,-0.2100174605069157,0.5566701646362937,0.5795913600189777,-0.1419946731238754,0.7335753523960966,-1.062624047871057,0.6329823910138361,-0.4107376472572474,0.3308314308483385,0.578525956968468,0.660070560811531,0.4905829442926398,-0.4430119743048365,-0.0152114241176416,0.1097085824807211,0.1286072761536391,1.4066356172826429,-1.1572534476118723,0.2873246929938079,-0.0277264838342804,-0.0582825218185785,4727.67,1,0
-0.1555595461018098,-0.8371250242556106,0.7550833321978092,-0.5947531817658548,-0.2158167590016519,0.8522811287189915,1.356798918987616,-0.1882243578595928,0.5785172190061525,0.325309984775411,-0.3265362611465157,0.3414370991656141,-1.5212963173247485,0.9769991814046372,1.467626218774024,0.2418290368897188,0.4445153317327416,0.6103135537333514,0.2451718729622192,0.6036481356108595,0.0561326224096079,0.608412187851251,0.8021929717961275,-0.1616049691910104,-0.0673016503784665,0.5650495432838304,-0.4150096280538479,-0.4774283613381674,4970.77,1,0
